date,hours
2026-03-01,2.0
2026-03-02,1.0
2026-03-03,3.0
2026-03-04,0.0
2026-03-05,2.0
2026-03-06,7.0
2026-03-07,1.017777777777778
2026-03-11,0.0022222222222222
2026-03-21,0.001388888888888889
